Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID,
590,The Nippon Foundation,Consumer discretionary,Japan,unspecified or multiple recipients,cash,pledged,40000000,"5 billion Japanese yen commitment over three years to help displaced Ukrainians in Japan. The Foundation will make individual grants to applicants; up to 300,000 yen for travel expenses, up to 1,000,000 yen per year x 3 years for living expenses, and up to 500,000 yen per unit as support for housing expenses. Donation is from a foundation associated with the Japanese motorboat racing industry; funds come from a percentage of bets placed. ","Public reporting
[https://www.nippon-foundation.or.jp/en/news/articles/2022/20220328-69127.html.]",cd-365,ro-149,
591,The Pfizer Foundation,Health care,United States of America,unspecified or multiple recipients,cash,pledged,2000000,"Cash donation to the American Red Cross, IMC, URC, and UNHCR. In addition, more than 700,000 doses of lifesaving antibiotics, antifibrinolytics, and oncology medicines have been donated.","Public reporting
[https://www.pfizer.com/about/responsibility/global-impact/response-to-ukraine]",cd-366,ro-149,
592,TikTok Inc.,Information technology,United States of America,United Nations Central Emergency Response Fund (CERF),cash,paid,1000000,"Donation ""to support work around humanitarian crises"". Not necessarily limited to use in/on Ukraine crisis.","Bilateral - recipient report
[Confirmed email 12-Apr-22]",cd-367,ro-121,
593,TJ Morris Ltd,Consumer discretionary,United Kingdom,Disasters Emergency Committee (DEC) [NGO],cash,pledged,132000,"Corporate giving program. Home Bargains has donated £100,000 to the Disasters Emergency Committee Ukrainian Humanitarian Appeal. GBP £100,000.","Public reporting
[x]",cd-368,GB-CHC-1062638,
594,Tom Ford SA,Consumer discretionary,United States of America,Ukraine Humanitarian Fund (UHF),cash,pledged,100000,Pipeline donation. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-369,ro-113,
660,TotalEnergies SE,Energy,France,World Food Programme (WFP),cash,paid,5434783,"Donation from Total Foundation, the private foundation associated with the French energy supermajor.","Bilateral - recipient report
[Confirmed email 14-June-22]",cd-417,XM-DAC-41140,
595,Toyota Motor Corporation,Consumer discretionary,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,551120,"€500,000 donation. ","Public reporting
[https://global.toyota/en/newsroom/corporate/36995461.html]",cd-370,XM-DAC-41121,
596,Tripadvisor Foundation,Consumer discretionary,United States of America,World Central Kitchen [NGO],cash,pledged,250000,"Company-sponsored foundation. The Tripadvisor Foundation is supporting World Central Kitchen in its Ukraine relief efforts and has matched the initial $250,000 in donations. USD 250000.","Public reporting
[x]",cd-371,ro-154,
597,Twitter,Information technology,United States of America,GlobalGiving [NGO],cash,pledged,267000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",cd-372,US-EIN-300108263,
598,U.S. Travel Association,Consumer discretionary,United States of America,World Food Programme (WFP),cash,paid,24250,Donation from association linked to the travel industry.,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-373,XM-DAC-41140,
599,Uber Technologies Inc.,Information technology,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,250000,"CHF 243,773. Part of $500,00 commitment to humanitarian efforts in Ukraine and neighboring countries. ","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",cd-374,XM-DAC-21018,
600,Uber Technologies Inc.,Information technology,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,1000000,In-app donation with 1:1 match up to $1 million.,"Public reporting
[https://www.uber.com/newsroom/supporting-ukraine/]",cd-374,US-EIN-13-5660870,
659,Uber Technologies Inc.,Information technology,United States of America,World Food Programme (WFP),cash,paid,32500,Donation from Uber Netherlands (Uber Portier B.V.),"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-374,XM-DAC-41140,
601,Uber Technologies Inc.,Information technology,United States of America,World Food Programme (WFP) USA,cash,pledged,250000,"Part of $500,000 commitment to support humanitarian efforts in Ukraine and neighboring countries. ","Public reporting
[https://www.uber.com/newsroom/supporting-ukraine/]",cd-374,ro-156,
602,Ukrainian Credit Union ,Financials,Canada,The Canada-Ukraine Foundation [NGO],cash,pledged,79000,"$100,000 CAD donation from Toronto-based bank.","Public reporting
[https://infotel.ca/newsitem/canada-ukraine-aid/cp615956138]",cd-375,ro-107,
603,Unilever,Consumer staples,United Kingdom,United Nations Children's Fund (UNICEF),in-kind,pledged,2001470,"€1.9 million of goods, primarily essential hygiene products such as soap, shampoo, dental care products and nappies.","Bilateral - donor report
[Confirmed email 10-May-22]

See also public reporting
[https://www.unilever.com/news/news-search/2022/statement-on-war-in-ukraine/]",cd-376,XM-DAC-41122,
604,Unilever,Consumer staples,United Kingdom,United Nations High Commissioner for Refugees (UNHCR),in-kind,pledged,1474767,"€1.4 million of goods, primarily essential hygiene products such as soap, shampoo, dental care products and nappies.","Bilateral - donor report
[Confirmed email 10-May-22]

See also public reporting
[https://www.unilever.com/news/news-search/2022/statement-on-war-in-ukraine/]",cd-376,XM-DAC-41121,
605,Unilever,Consumer staples,United Kingdom,unspecified or multiple recipients,in-kind,pledged,1790788,"€1.7 million of goods, primarily essential hygiene products such as soap, shampoo, dental care products and nappies.","Bilateral - donor report
[Confirmed email 10-May-22]

See also public reporting
[https://www.unilever.com/news/news-search/2022/statement-on-war-in-ukraine/]",cd-376,ro-149,
606,Union Pacific Railroad,Industrials,United States of America,American Red Cross,cash,pledged,250000,"Union Pacific is making a donation of $500,000 to support humanitarian relief in Ukraine. Giving will be split evenly between the American Red Cross and Save the Children. ","Public reporting
[https://www.up.com/media/releases/ukrainian-humanitarian-relief-nr-220323.htm]",cd-377,ro-5,
607,Union Pacific Railroad,Industrials,United States of America,Save the Children [NGO],cash,pledged,250000,"Union Pacific is making a donation of $500,000 to support humanitarian relief in Ukraine. Giving will be split evenly between the American Red Cross and Save the Children. ","Public reporting
[https://www.up.com/media/releases/ukrainian-humanitarian-relief-nr-220323.htm]",cd-377,GB-COH-213890,
608,United Health Foundation,Health care,United States of America,Direct Relief [NGO],cash,pledged,500000,"Company-sponsored foundation. The United Health Foundation, the philanthropic foundation of UnitedHealth Group (NYSE: UNH), announced a $500,0000 donation to Direct Relief to provide emergency medical supplies including critical care medicines, oxygen concentrators, antibiotics and other medical equipment to the Ukrainian Ministry of Health. USD 500000.","Public reporting
[https://www.unitedhealthgroup.com/newsroom/2022/2022-3-4-uhf-support-ukraine.html]",cd-378,ro-29,
609,United Health Foundation,Health care,United States of America,Save the Children [NGO],cash,pledged,500000,"Company-sponsored foundation. The United Health Foundation, the philanthropic foundation of UnitedHealth Group (NYSE: UNH), announced a $500,000 donation to Save the Children, the U.S. affiliate of Save the Children International, to support its Ukraine Crisis Relief Fund to provide children and families with immediate aid such as food, water, hygiene kits and psychosocial support. USD 500000.","Public reporting
[https://www.unitedhealthgroup.com/newsroom/2022/2022-3-4-uhf-support-ukraine.html]",cd-378,GB-COH-213890,
661,"United Parcel Service, Inc.",Industrials,United States of America,World Food Programme (WFP),cash,paid,50000,Donation from the UPS Foundation.,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-418,XM-DAC-41140,
610,Valentino,Consumer discretionary,Italy,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,557975,"€500,000 donation from Italian luxury group. ","Public reporting
[https://www.textiletoday.com.bd/fashion-brands-responding-invasion-ukraine/]",cd-379,XM-DAC-41121,
611,Vanguard,Financials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,23694,"CHF 22,803 from investment management firm delivered through Charities Aid Foundation.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",cd-380,XM-DAC-21018,
612,Vantage Towers,Communications services,Germany,Interchurched Aid [NGO],cash,pledged,13747,"Donations from Vodafone-linked companies and employees.€25,000 to UNHCR, €12,500 to Interchurched Aid in Hungary, and €12,500 to the Romanian Red Cross.","Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-381,ro-49,
613,Vantage Towers,Communications services,Germany,Romanian Red Cross,cash,pledged,13747,"Donations from Vodafone-linked companies and employees.€25,000 to UNHCR, €12,500 to Interchurched Aid in Hungary, and €12,500 to the Romanian Red Cross.","Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-381,ro-93,
614,Vantage Towers,Communications services,Germany,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,27494,"Donations from Vodafone-linked companies and employees.€25,000 to UNHCR, €12,500 to Interchurched Aid in Hungary, and €12,500 to the Romanian Red Cross.","Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-381,XM-DAC-41121,
615,Verizon Communications Inc. ,Communications services,United States of America,International Medical Corps (IMC) [NGO],cash,pledged,250000,"$750,000 donation to support crisis relief efforts distributed among organizations working to provide relief to Ukrainian refugees.","Public reporting
[https://www.verizon.com/about/news/verizon-expands-humanitarian-crisis-relief]",cd-382,ro-54,
616,Verizon Communications Inc. ,Communications services,United States of America,Save the Children [NGO],cash,pledged,250000,"$750,000 donation to support crisis relief efforts distributed among organizations working to provide relief to Ukrainian refugees.","Public reporting
[https://www.verizon.com/about/news/verizon-expands-humanitarian-crisis-relief]",cd-382,GB-COH-213890,
617,Verizon Communications Inc. ,Communications services,United States of America,USA for UNHCR,cash,pledged,250000,"$750,000 donation to support crisis relief efforts distributed among organizations working to provide relief to Ukrainian refugees.","Public reporting
[https://www.verizon.com/about/news/verizon-expands-humanitarian-crisis-relief]",cd-382,ro-150,
618,VF Foundation,Consumer discretionary,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,250000,Donation from the parent company of The North Face and other brands.,"Public reporting
[https://www.thenorthface.co.uk/about-us/explore-fund.html]",cd-383,XM-DAC-41121,
619,Visa Foundation,Financials,United States of America,United Nations Children's Fund (UNICEF) USA,cash,pledged,2000000,Visa Foundation will provide a $2 million grant to the US Fund for UNICEF to support humanitarian aid to the people of Ukraine. ,"Public reporting
[https://www.visasoutheasteurope.com/about-visa/newsroom/press-releases/prl-01032022.html.]",cd-384,ro-127,
620,Vodafone,Communications services,United Kingdom,United Nations High Commissioner for Refugees (UNHCR),cash,paid,112360,"GBP 100,000. ","Bilateral - recipient report
[Confirmed email 30-Mar-22]",cd-385,XM-DAC-41121,
621,Vodafone Czech Republic a.s.,Communications services,Czechia,People in Need [NGO],cash,pledged,85780,"Donations from Vodafone-linked companies and employees, €78,000 to support the NGO People in Need","Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-386,CZ-ICO-25755277,
622,Vodafone Germany,Communications services,Germany,Aktion Deutschland Hilft [NGO],cash,pledged,219932,"Donations from Vodafone-linked companies and employees. erman NGO ‘Aktion Deutschland Hilft’, a coordinating agency that funnels directly into German as well as local NGOs active in Ukraine.  €200k collected so far.","Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-387,ro-3,
623,Vodafone Group Foundation,Communications services,United Kingdom,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,549875,Donations from Vodafone-linked companies and employees. €500k to UNHCR.,"Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-388,XM-DAC-41121,
624,Vodafone Hungary,Communications services,Hungary,Hungarian Interchurch Aid [NGO],cash,pledged,54988,Donations from Vodafone-linked companies and employees. €100k has been donated through the line up to March 1st. Vodafone Hungary will split half of the amount it received from Group Foundation between 2 charity organisations: Hungarian Charity Service of the Order of Malta and Hungarian Interchurch Aid.,"Public reporting
[https://www.vodafone.com/news/inclusion/vodafone-refugee-response-ukraine-crisis]",cd-389,ro-48,
